,Content,Lang,Leng,Portal,Channel
909," To według Pana powinien być premierem. Zapytaj się tego premiera, kandydata na premiera. Ten co jest Mazowiecki. Według mnie Mazowiecki. Ten co jest niech zostanie. Dla mnie dysporządny człowiek, ale nie. Robert Mokłowicz zdecydowanie. Ja? Bo kurde, nadaję się do tego. Czy mniej będzie znane i młodszy, to więcej będzie miał poparcie. Bo nie żeby był po prostu nie w moim wieku, albo trochę młodszy. Tylko żeby były nowi ludzie, to nowi inne spojrzenie jest. Tak jak Hołownia tam jeszcze i nie w tym wieku ludzie powinni zacząć. O Pana powinien startować.",pl,557,tiktok,goniec
910," To jest pierwszy rząd, który troszczy się o ludzi starszych, bo za trzynastkę pani już coś albo długi opłaca. My teraz za tą trzynastkę trzelnastkę mieliśmy 3 tysiące komornego zaległego, bo że pani do sądu by poszło. To dzięki temu spłaciliśmy dług i niech żyje prawo i sprawiedliwość.",pl,287,tiktok,goniec
911," Przecież ten TVN nie powinien tutaj w ogóle nawet na naszym... Proszę tu to powiedzieć po prostu. Dwa słowa o TVNie szanowna. TVN nie powinien w ogóle u nas w Polsce działać. To jest po prostu... TVN nie, to jest głos z Polski. To jest głos z Polski. Słuchajcie. Jestem starszą kobietą, jak ja mówię zwykła, taka szara myszka. Ale ja mam dosyć tego TVNu. To jest serno, czerwony i przeciw Polsce. Wstydźcie się.",pl,412,tiktok,goniec
912," w 36 latach emerytury i muszę żyć. To jest mało, prawda? Bardzo mało. No tak pracowałam, biorę projektów, ale ja byłam zawsze na indeksie, bo nie byłam ZMP. Rozumiem. A właśnie niby PiS chciał tutaj pomóc emerytom, podwyższyć te emerytury. Podwyższymy, a podwyższyć dopiero w marcu trochę, to długo trzeba czekać. No raz nam podwyższył, ja to od razu wydałam, bo ja mam ciągle wydać. Przepraszam, chodzę do kasy na ile tego wydaje. No niech pani żartuje. Poważnie. Możemy pani Wiktorii spotkać. Tak? No bo jutro emerytura, biorę z Aletko stówy, bo nie mam więcej.",pl,564,tiktok,goniec
913," Ja przez 3 lata byłem zapisem, nie popierałem tego rządu, ale ale im sympatyzowałem, liczyłem zmiany. To co robią w tej chwili to jest bandyty, to jest ograniczenie praw w ogóle. Wie pan, ciężko mi się to patrzy, dlatego że robią z nas niewolników, z niewolników nas robią. Mówi pan, że głosował na Prawo i Sprawiedliwość, a jak jest teraz? Uważa pan, że jest dobrze w Polsce? Nie, ja nie głosowałem na Prawo i Sprawiedliwość, ja głosowałem przeciw, w tym bandytom pustkowym. Było takie mniejsze zło? Mniejsze zło, tak. Tak, mniejsze zło. Teraz napis nie zagłosuje z tego względu, że po prostu to co oni robią, ten cały COVID, ten, proszę pana, to co zrobili pan zobaczy, nie były inflacja, młodych ludzi pozbawili kredytów. Kredyty są tak drogie, my jako starsze pokolenie jakoś nam się dorobiliśmy czegoś, mieszkań. Nieważne czy dostaliśmy od komuny, czy kupiliśmy, ale teraz my ludzie są w strasznej sytuacji.",pl,913,tiktok,goniec
914," Ja pozwoliłam sobie przynieść panu przewodniczącemu, żeby pan przewodniczący nie zapomniał o tym, o czym ja tutaj mówię. Prezent, nie wiem czy mogę go dać, czy nie bardzo. Może pokażę po prostu. Zależy co to jest, bo wie pani to jest. Ciężki jest, jest ciężki, ale chciałabym go przekazać, żeby pan... Nie mogę, nie mogę dać się wsadzić do wyboru przynajmniej. Nie, nie, nie, ja pokażę, jak pan przewodniczący zdecyduje to podam, że pan przewodniczący chce, proszę bardzo. A... I chciałam powiedzieć, że to jest bardzo rzadki okaz, także uwaga, żeby nie wypadł. Dobrze, bo ja już się martwię. I tu, żeby pan przewodniczący nie zapomniał, że to jest zawiercia, to tak. I o mnie, żeby pan nie zapomniał i o branży, którą reprezentuję. Nie, nie, ja nie zasłużyłem jeszcze na prezenty, bo się raczej zgadzam z kolegą, że pierwszy ma pokazać, że coś się dobrego zrobił. Dzień dobry.",pl,878,tiktok,goniec
915," To jest dzisiaj nasza bardzo dobra legitymacja na zachodzie. Nie mieliśmy tak dobrej opinii na zachodzie od czasów Solidarności, tej wielkiej Solidarności. Podtrzymujmy to, a i to się skończy naszym zwycięzcą.",pl,210,tiktok,goniec
916," No to też Kaczorek. Nie, ten ma prezencję, jest przystojny chwacec. A ten? Absolutnie nie. Żaden w moim typie. Żaden, mi się nie podoba. Dlaczego? No mam, bo wolę ciemnych. Preferuję osoby o innej urodzie. Pan Kwaśniewski, ten. O, ten, tylko ten. Tusk? Kwaśniewski. Kwaśniewski to był chwacec, a to resztę barachło. Wszyscy cudni. Donald Tusk, pan Kaczyński. No, bydwa i są super przystojni chwaceci. Dla mnie pan Kaczyński ze człowiekiem, a tamto to jest komunist. A umówiłaby się pani z panem Kaczyńskim? Tak. A z jakimś jakby pani musiała się umówić na randkę, to kogo by pani wybrała? To bym najchętniej pojechała na Bezdugną Wyspę.",pl,637,tiktok,goniec
917," Polski piłkarz skazany. Wszystko przez to, że uderzył człowieka. Chodzi o Kamila Glika, obrońcę reprezentacji Polski, który uderzył mężczyznę fotografującego jego posesję. Sądu nie przekonał argumenty piłkarza, który nie wyraził skruchy. Teraz będzie musiał zapłacić 10 tysięcy złotych grzywny oraz 5 tysięcy złotych odszkodowania. Obserwujcie gońca. Ta.",pl,355,tiktok,goniec
918," Porządny masz być. A nie jak młodzież, która dzisiaj w tramwaju jedziemy i takie łażą, takie takie flegmy jeszcze chłopcy w tych w tych skarpetkach bez stupek albo weź tego polscy skoczkowie wczoraj mistrzostwo świata polak zdobywa pięknie wczoraj czy przedczoraj nie, kiedy tam zdobywa, ale ten, który się z nim cieszy, trener tu tatuaż, tu tatuaż patrzeć na to nie możesz. Tfu! It is awful! It is disgusting! To jest obrzydliwe, to jest po prostu wstrętne! I to facet jest? Kto?",pl,481,tiktok,goniec
919," Z uwagi na stałe szczucie polskiej gospodarki i społeczeństwa w Unii Europejskiej przez Niemców i Francuzów nie należałoby podjąć działań na ograniczenie lub wyeliminowanie zakupów przez polsko-administracje i spółki skarbu państwa, floty samochodowej niemieckiej czy francuskiej, a wsparcie zakupów aut produkowanych w Czechach, Hiszpanii czy Korei Południowej. Spierajmy gospodarki, które wspierają. Proszę państwa, znaczy ja bym w Francji nie stawiał to tutaj na równi z Niemcami, bo oni oczywiście tam swoją rolę też odbywają, ale dużo mniejszą. Natomiast ja mogę państwu tylko powiedzieć jedno, ja jeżdżę z Kodą. I bardzo sobie chwalę. Tylko że pamiętajcie państwo, że to niestety też przez szczęść Volkswagena.",pl,717,tiktok,goniec
920," Dzień? Rozwód. Dlaczego? No bo uciekł mi do mojej żony. A to Pana żona sprawiała Panu przykrość? Nie, nie za bardzo, ale nie ten charakter. Po prostu się dwa smoki spotkali i koniec. A to Ślązok to Ślązok. A my ze Śląska, a ja ze Śląska. Pokłócili my się. No a w końcu spakowała się i pojechała do Niemiec. Czyli zostawiła Pana? No. I mieszkanie mi tak zagłóżyło, że musiałem opuścić.",pl,385,tiktok,goniec
921," A w szklach oświętuj skaliach a nie świeci. Nie wytrzymają w toj wieczni Pana. Dziękuję. Szanowni Państwo, drodzy rodacy, wczoraj w Przewodowie blisko granicy polsko-ukraińskiej doszło do wybuchu, w wyniku którego zginęło dwóch obywateli Rzeczypospolitej Polskiej. To pierwsze i miejmy nadzieję, że to były ostatnie polskie cywilne ofiary wojny Rosji przeciwko Ukrainie.",pl,371,tiktok,goniec
922," I po co ludzie mają płacić? Sportowcy są bogaci, zarabiają bardzo dużo i oni powinni budować stadiony, broń Boże, państwo. Wszystkie obiekty sportowe powinni ci miłośnicy sportu budować. Przecież to jest... Ja na przykład w ogóle sportem, kryminałami się nigdy, czy fantastyką nie interesuję. I po co ja mam to płacić? Sportowcy są na ogół bogaci, miliony zarabiają. Niech wstaci na to, żeby sobie budowali wszystkie obiekty sportowe. Ale to każdy jeden. Począwszy od tenisa, chyba że ktoś taki bogaty, bardzo prywatny, ma tenis, no to już... Ale to milionerzy tylko mogą mieć. Ale państwo, broń Boże, grosza nie powinno dołożyć do tych sportowych obiektów i tak dalej.",pl,670,tiktok,goniec
923," nasza Warszawa nie zginęła, nie pozna się, nigdy. To jest Warszawa, a Warszawa miasto krwawe przeszło i odbudowało się, żyje tętną, tętnem życia, tak? I to jest najważniejsze. Niech cały świat wie o tym, co ja mówię. Jestem bardzo cennym Warszawiakiem, urodzony na wolę i moja rodzina. Mam w żywoczach, co mówię, a co jest prawdą. Prawda nie może być kłamstwem, nie może być kłamstwem dla prawdziwego Warszawiaka, który przeszedł tragedię, ale nie dał się żyje. I to jest najważniejsze, że jest zadowolony każdy Warszawieka.",pl,525,tiktok,goniec
924," Proszę Państwa, tragiczna śmierć kogoś bliskiego jest zawsze dramatem, ale śmierć dziecka jest dramatem niewyobrażalnym. Dotknęło to syna naszej koleżanki parlamentarzystki. Zatrzymajmy się na chwilę. Bardzo Państwa proszę o kszczenie minutą ciszy tragicznie zmarałego chłopca. Bardzo Państwu dziękuję.",pl,303,tiktok,goniec
925," Prezydent Andrzej Duda rozmawiał przed chwilą z prezydentem Stanów Zjednoczonych Joe Bidenem. Jutro na godzinę 12 prezydent Rzeczpospolitej Polskiej ogłosił zwołanie Rady Bezpieczeństwa Narodowego. O rozwoju sytuacji w związku z rosyjskimi rakietami na terenie Polski będziemy informować na bieżąco. Koniecznie obserwujcie nasz profil. Maximilian Tomanek, goniec.pl",pl,366,tiktok,goniec
926," Iran wypuszcza ponad 700 więźniów. Wszystko przez to, że ich reprezentacja wygrała na mundialu. Iran zmaga się z problemem przestrzegania praw człowieka. Po ostatnich protestach po śmierci młodej kobiety zatrzymanej wcześniej przez Policję Obyczajową doszło do dużych rozruchów. W ich wyniku wielu opozycjonistów zostało wsadzonych do więzień. I to właśnie częściowo oni uzyskali wolność. To jest dobrą informacją. Obserwujcie Gońca.",pl,434,tiktok,goniec
927," Złożyliśmy projekt, możliwości przerywania ciąży bez podawania przyczyny do 12 tygodnia, a wcześniej składałyśmy projekty na temat tego, żeby była jak najlepsza edukacja seksualna, żeby była antykoncepcja, żeby była opieka okołoporodowa w szpitalach. To jest DNA lewicy.",pl,271,tiktok,goniec
928," Nie było wniosku formalnego. Proszę wyjść i natychmiast przeprosić wszystkie kobiety w Polsce. Jeździ pan po Polsce i opowiada bzdury o tym, że kobiety piją i przez to rodzi się mniej dzieci. To przez pana rodzi się mniej dzieci. To przez pana rząd rodzi się mniej dzieci. Przez rządy Prawa i Sprawiedliwości. Kobiety w Polsce boją się, że będą musiały urodzić nieodwracalnie uszkodzone płody. Boją się, że umrą w trakcie porodu. A lekarze nie pomagają kobiotom, bo boją się ministra Ziobry. I tak to się kręci. Panie prezesie, ja wiem, że pan nie wie. Od 25 lat najwyższa inflacja, największa drożyzna. Czyja to wina? To wina rządów Prawa i Sprawiedliwości. Pan może nie wie, ale dziecko trzeba nakarmić, dziecko trzeba ubrać i trzeba wysłać do żłobka. A to wszystko kosztuje. Nigdy w życiu nie kosztowało tak dużo jak za waszych rządów.",pl,839,tiktok,goniec
929," Drodzy Państwo, właśnie dostałem informację, że Warszawa wygrała konkurs na najlepszy kierunek turystyczny Europy. I w związku z tym chciałem Państwu serdecznie podziękować za wszystkie oddane głosy wszystkim Warszawiankom i Warszawiakom. Mam nadzieję, że mieszkańcom całej Europy, że głosowaliście właśnie na Warszawę. Zdeklasowaliśmy rywali i dostaliśmy najwięcej głosów w ogóle w historii całego plebiscytu. Bardzo się z tego cieszę. Wszystkim nas wspierającym osobom, instytucjom bardzo chciałem serdecznie podziękować. No i cóż, zapraszam wszystkich do Warszawy.",pl,568,tiktok,goniec
930," Oczciwa władza musi uznać, że każda polska rodzina ma prawo do mieszkania. Będziemy proponowali kredyt 0% dla ludzi, którzy będą kupowali swoje pierwsze mieszkanie. Będzie to dotyczyło ludzi młodych i pewnym średnim wieku, do 45 roku życia.",pl,241,tiktok,goniec
931," Tak kurwa, obroziłeś moją matkę. Matka chowa ojca swego męża. Jesteś na pierdolę, to jest ślicznia. Wólmistowska, proszę wyjechać. Wólmistowska, proszę wyjechać. Proszę się podawać. Proszę się podawać do auta. Do widzenia. Żegnamy. Wólmistowska, kurwa.",pl,253,tiktok,goniec
932," Weźmie pan ode mnie 50 złotych czy mam kupić obiad bezdomnemu? Obiad bezdomnego? Dlaczego taka decyzja? Dlatego, że mam więcej potrzeb, niż ja. Weźmie pan ode mnie 50 złotych czy mam kupić obiad bezdomnemu? Obiad bezdomnemu pani kupi. Dlaczego? Dlatego, jeżeli jest... Potrzebuje, to trzeba pomóc. Czy wezmą pani 50 złotych czy mam bezdomnemu obiad kupić? Bezdomnemu obiad kupi pani. Pomiędzy nimi są oczywiście różni, tak? Są ludzie tacy, że spotykali w życiu coś, że nie mają wystarczająco pieniędzy na przeżycie miesięczne i moim zdaniem... Ale trzeba by pomóc, prawda? Ale miastom ja uważam, że to już w dużej mierze pomaga. Czy pani weźmie ode mnie 50 złotych czy mam kupić obiad bezdomnemu? Niech pani kupi obiad bezdomnemu. Dlaczego? Bo parę się potrzebuje. Weźmą pani ode mnie 50 złotych czy mam kupić obiad bezdomnemu? Obiad bezdomnemu. Dlaczego? No oni potrzebują. Weźmą pani ode mnie 50 złotych czy mam kupić bezdomnemu obiad? Bezdomnemu obiad. Dlaczego taka decyzja? Bo pewnie zgodny. Weźmą pani ode mnie 50 złotych czy mam bezdomnemu kupić obiad? Bezdomnemu. Weźmą pani ode mnie 50 złotych czy mam kupić za to obiad bezdomnemu? Obiad. Bardziej potrzebują oni niż ja. Kupić obiad bezdomnemu? Oczywiście, że tak. I tak bym nie wzięła tych pieniędzy, bo mam taką zasadę, że nie biorę pieniędzy. Weźmą pani 50 złotych ode mnie czy mam kupić obiad bezdomnemu? Nie, no chyba obiad. Pani kupi obiad bezdomnemu. Dlaczego? Nie potrzebuję. Myślę, że mam potrzebuję bardziej. Weźmą państwo ode mnie 50 złotych czy mam kupić obiad bezdomnemu? Obiad lepiej. Dlaczego? No bo bezdomnemu lepiej to pomogę, ciemno. Weźmą pani ode mnie 50 złotych czy mam kupić obiad bezdomnemu? Obiad bezdomnemu. Dlaczego? To będzie lepiej. Weźmą ode mnie pani 50 złotych czy mam kupić bezdomnemu obiad? Kupujcie dla bezdomnego obiad. Kupić bezdomnemu? Tak, tak, tak, kupić bezdomnemu obiad. Czy wezmą pani 50 złotych czy mam kupić obiad bezdomnemu? Obiad bezdomnemu. Wezmą pani ode mnie 50 złotych za darmo czy mam kupić bezdomnemu obiad? Bezdomnemu obiad. Weźmą pani ode mnie 50 złotych czy mam bezdomnemu za to kupić obiad? Bezdomnemu pani obiad kupię. Dlaczego taka decyzja? Bo nie potrzebuję akurat. Weźmie pan ode mnie 50 złotych czy mam kupić za to obiad bezdomnemu? Nie no, bezdomnemu lepiej kupić obiad. Wezmą pani ode mnie 50 złotych czy mam obiad bezdomnemu kupić za to? Obiad bezdomnemu. Czy wzięłaby pani 50 złotych czy kupić obiad bezdomnemu? Kupić obiad bezdomnemu. Dlaczego? Bo ja nie jestem osobą potrzebującą. Wszyscy, których spotkaliśmy postanowili pomóc potrzebującym. Wraz z redakcją gonic.pl uzgodniliśmy, że każda wypowiedź osoby o tak dobrym sercu to jeden ciepły posiłek, który pozwoli ogrzać organizm i zaspokoi głód najbardziej ubogich. Udaliśmy się więc do jednego z najpopularniejszych lokali w Warszawie. Poprosiliśmy przemiłą obsługę o 20 smacznych i ciepłych posiłków. Zapakowaliśmy je do auta i wybraliśmy się do najbliższej jadłodzielni. Już na samym wejściu spotkaliśmy zmarzniętego staruszka czekającego na cokolwiek do jedzenia. Jego uśmiechnięte oczy to był bezcenny widok. Sam postanowił pomóc nam rozpakować dary. Niestety lodówka na miejscu była zupełnie pusta. Pamiętajcie, że są ludzie i miejsca, które czekają na wasze wsparcie. Wartą pomagać.",pl,3268,tiktok,goniec
